,Tanggal,Beras,Beras Kualitas Bawah I (kg),Beras Kualitas Bawah II (kg),Beras Kualitas Medium I (kg),Beras Kualitas Medium II (kg),Beras Kualitas Super I (kg),Beras Kualitas Super II (kg),Tahun,Bulan
269,2023-01-30,12900,11750,11450,12900,12750,14250,13800,2023,1
270,2023-01-31,12900,11750,11450,12900,12750,14250,13850,2023,1
271,2023-02-01,12900,11800,11500,12950,12800,14250,13850,2023,2
272,2023-02-02,12950,11800,11500,12950,12800,14250,13850,2023,2
273,2023-02-03,12950,11800,11500,12950,12800,14250,13850,2023,2
274,2023-02-06,13000,11850,11550,13000,12850,14350,13900,2023,2
275,2023-02-07,13000,11850,11550,13000,12850,14350,13900,2023,2
276,2023-02-08,13050,11850,11550,13050,12900,14350,13950,2023,2
277,2023-02-09,13050,11850,11550,13050,12900,14400,13950,2023,2
278,2023-02-10,13050,11900,11550,13050,12950,14400,14000,2023,2
279,2023-02-13,13100,11900,11600,13100,12950,14400,14000,2023,2
280,2023-02-14,13100,11950,11600,13100,12950,14450,14050,2023,2
281,2023-02-15,13100,11950,11600,13100,13000,14500,14050,2023,2
282,2023-02-16,13100,11950,11600,13150,12950,14500,14100,2023,2
283,2023-02-17,13150,11950,11650,13150,13000,14500,14100,2023,2
284,2023-02-20,13200,12000,11650,13200,13050,14600,14100,2023,2
285,2023-02-21,13200,12000,11650,13250,13050,14600,14100,2023,2
286,2023-02-22,13200,12050,11650,13250,13050,14600,14100,2023,2
287,2023-02-23,13200,12050,11650,13250,13050,14600,14100,2023,2
288,2023-02-24,13250,12050,11700,13250,13050,14650,14100,2023,2
289,2023-02-27,13200,12050,11700,13200,13050,14600,14050,2023,2
290,2023-02-28,13200,12050,11700,13200,13050,14600,14100,2023,2
291,2023-03-01,13200,12050,11700,13200,13050,14600,14100,2023,3
292,2023-03-02,13200,12050,11650,13200,13050,14600,14100,2023,3
293,2023-03-03,13200,12000,11650,13200,13050,14600,14100,2023,3
294,2023-03-06,13200,12050,11650,13200,13050,14600,14100,2023,3
295,2023-03-07,13200,12050,11650,13200,13050,14600,14100,2023,3
296,2023-03-08,13250,12100,11650,13200,13050,14650,14100,2023,3
297,2023-03-09,13250,12100,11700,13200,13050,14650,14100,2023,3
298,2023-03-10,13250,12100,11700,13200,13050,14650,14100,2023,3
299,2023-03-13,13250,12150,11700,13200,13100,14650,14100,2023,3
300,2023-03-14,13300,12100,11750,13250,13100,14700,14150,2023,3
301,2023-03-15,13300,12100,11750,13250,13100,14700,14150,2023,3
302,2023-03-16,13300,12100,11750,13300,13150,14700,14150,2023,3
303,2023-03-17,13300,12100,11750,13300,13150,14700,14200,2023,3
304,2023-03-20,13350,12100,11750,13350,13200,14700,14200,2023,3
305,2023-03-21,13350,12150,11750,13350,13150,14750,14200,2023,3
306,2023-03-22,13200,12000,11700,13300,13300,14400,13850,2023,3
307,2023-03-23,13300,12100,11800,13350,13300,14500,13900,2023,3
308,2023-03-24,13350,12150,11800,13350,13200,14750,14250,2023,3
309,2023-03-27,13400,12200,11800,13400,13200,14750,14250,2023,3
310,2023-03-28,13400,12200,11800,13400,13200,14800,14250,2023,3
311,2023-03-29,13400,12200,11850,13400,13200,14800,14250,2023,3
312,2023-03-30,13400,12250,11850,13450,13250,14800,14250,2023,3
313,2023-03-31,13400,12200,11850,13450,13200,14800,14250,2023,3
314,2023-04-03,13400,12200,11850,13450,13200,14800,14250,2023,4
315,2023-04-04,13400,12200,11850,13450,13200,14800,14250,2023,4
316,2023-04-05,13400,12250,11850,13450,13200,14800,14250,2023,4
317,2023-04-06,13400,12250,11850,13450,13200,14800,14250,2023,4
318,2023-04-07,13250,12050,11650,13400,13250,14450,13850,2023,4
319,2023-04-10,13400,12200,11850,13450,13250,14800,14250,2023,4
320,2023-04-11,13400,12200,11850,13450,13200,14800,14250,2023,4
321,2023-04-12,13450,12200,11850,13600,13250,14800,14250,2023,4
322,2023-04-13,13400,12200,11850,13450,13250,14800,14250,2023,4
323,2023-04-14,13400,12250,11850,13450,13250,14800,14250,2023,4
324,2023-04-17,13400,12200,11900,13400,13200,14800,14250,2023,4
325,2023-04-18,13400,12200,11950,13450,13200,14800,14250,2023,4
326,2023-04-19,13150,11750,12050,13150,13400,14100,13750,2023,4
327,2023-04-20,13500,12300,11900,13500,13450,15000,14400,2023,4
328,2023-04-21,13450,12200,11800,13450,13300,15000,14300,2023,4
329,2023-04-24,13450,12200,11750,13450,13300,15000,14300,2023,4
330,2023-04-25,13450,12200,11750,13450,13300,15000,14300,2023,4
331,2023-04-26,13450,12300,11950,13500,13250,14850,14250,2023,4
332,2023-04-27,13400,12250,11900,13450,13250,14800,14250,2023,4
333,2023-04-28,13400,12250,11950,13500,13250,14800,14250,2023,4
334,2023-05-01,12500,11550,11500,12450,12150,13650,13100,2023,5
335,2023-05-02,13400,12250,11900,13500,13200,14800,14250,2023,5
336,2023-05-03,13400,12250,11950,13500,13200,14800,14250,2023,5
337,2023-05-04,13400,12250,11950,13500,13200,14800,14250,2023,5
338,2023-05-05,13400,12250,11950,13500,13250,14800,14300,2023,5
339,2023-05-08,13400,12250,11950,13500,13200,14800,14250,2023,5
340,2023-05-09,13400,12250,11950,13500,13200,14800,14300,2023,5
341,2023-05-10,13400,12200,11900,13450,13200,14750,14250,2023,5
342,2023-05-11,13450,12250,11950,13500,13250,14800,14300,2023,5
343,2023-05-12,13450,12250,11950,13500,13250,14800,14300,2023,5
344,2023-05-15,13450,12300,12000,13500,13250,14800,14300,2023,5
345,2023-05-16,13450,12300,12000,13500,13250,14800,14300,2023,5
346,2023-05-17,13450,12300,12000,13500,13250,14800,14300,2023,5
347,2023-05-18,13450,12400,12100,13500,13200,14750,14250,2023,5
348,2023-05-19,13450,12300,12000,13500,13250,14800,14300,2023,5
349,2023-05-22,13450,12350,12050,13500,13250,14800,14300,2023,5
350,2023-05-23,13450,12350,12050,13500,13250,14800,14300,2023,5
351,2023-05-24,13450,12400,12050,13550,13250,14800,14300,2023,5
352,2023-05-25,13500,12400,12050,13500,13250,14850,14300,2023,5
353,2023-05-26,13500,12400,12050,13550,13300,14850,14300,2023,5
354,2023-05-29,13500,12400,12050,13550,13300,14850,14300,2023,5
